SERIALNO,PUMA,AGEP,SEX,SCHL,OCCP_GROUP,PINCP,PINCP_RAW,PWGTP,MAR,WKHP,ENG
420033,NYC-Manhattan,80,2,15,Transportation,13900.0,13900.0,60,5,33.0,N/A (only English)
985373,NYC-Bronx,63,1,16,Office/Admin,36100.0,36100.0,35,1,36.0,N/A (only English)
791485,Mohawk Valley,38,2,20,Sales,23300.0,23300.0,31,-1,42.0,N/A (only English)
411921,Westchester,35,1,20,Office/Admin,28100.0,28100.0,38,1,33.0,N/A (only English)
973255,NYC-Brooklyn,50,2,22,Management,119100.0,119100.0,73,5,34.0,N/A (only English)
887333,NYC-Bronx,21,1,21,Unemployed,0.0,0.0,68,1,0.0,Very well
958482,NYC-Brooklyn,24,2,16,Food/Serving,9100.0,9100.0,36,-1,33.0,N/A (only English)
207000,NYC-Queens,28,1,21,Management,,80400.0,52,5,36.0,Very well
723228,Westchester,67,1,9,Food/Serving,9800.0,9800.0,13,2,37.0,Not well
443057,Westchester,49,1,18,Computer/Math,123900.0,123900.0,25,3,40.0,Well
322295,NYC-Brooklyn,16,1,22,N/A,0.0,0.0,47,1,0.0,Well
230783,Western NY,60,2,18,Education,17600.0,17600.0,31,1,36.0,N/A (only English)
387078,NYC-Staten Island,44,2,22,Computer/Math,83500.0,83500.0,74,1,34.0,N/A (only English)
611257,NYC-Queens,49,1,-1,N/A,0.0,0.0,34,3,0.0,N/A (only English)
533313,NYC-Bronx,30,1,21,Sales,42900.0,42900.0,34,1,30.0,Very well
351284,NYC-Staten Island,52,1,16,Food/Serving,14600.0,14600.0,119,3,42.0,N/A (only English)
212155,NYC-Bronx,83,2,18,Sales,33000.0,33000.0,45,5,39.0,N/A (only English)
241673,NYC-Bronx,21,1,1,Unemployed,0.0,0.0,58,2,0.0,Well
330225,NYC-Bronx,35,1,21,Business/Financial,62500.0,62500.0,87,1,37.0,Very well
710026,NYC-Brooklyn,32,1,22,Office/Admin,26500.0,26500.0,52,4,37.0,Not at all
229903,Capital Region,33,1,21,Management,81000.0,81000.0,18,1,48.0,N/A (only English)
731969,NYC-Bronx,41,1,22,Management,,95600.0,45,1,39.0,Very well
379094,NYC-Manhattan,70,1,22,Computer/Math,114000.0,114000.0,40,4,40.0,Very well
555445,Westchester,77,2,22,Business/Financial,94700.0,94700.0,35,1,51.0,N/A (only English)
424694,Western NY,30,2,16,Unemployed,0.0,0.0,5,1,0.0,Well
419304,Western NY,51,1,23,Management,125900.0,125900.0,15,5,47.0,N/A (only English)
455892,NYC-Queens,57,2,21,Education,55400.0,55400.0,75,5,33.0,Well
124886,NYC-Manhattan,50,1,16,Construction,83200.0,83200.0,70,5,44.0,N/A (only English)
301114,NYC-Bronx,44,2,-1,N/A,,0.0,127,1,0.0,N/A (only English)
971546,NYC-Manhattan,29,1,-1,N/A,0.0,0.0,90,1,0.0,Very well
268269,Western NY,48,2,20,Business/Financial,16900.0,16900.0,26,5,39.0,Very well
628243,NYC-Brooklyn,42,2,22,Sales,41600.0,41600.0,55,-1,30.0,N/A (only English)
604729,NYC-Brooklyn,68,1,16,Office/Admin,19600.0,19600.0,41,1,46.0,N/A (only English)
658807,NYC-Queens,66,2,18,Transportation,53800.0,53800.0,73,5,32.0,N/A (only English)
620264,NYC-Queens,25,2,16,Production,11800.0,11800.0,66,5,33.0,Very well
555402,Capital Region,22,2,20,Sales,18000.0,18000.0,15,-1,34.0,N/A (only English)
999142,NYC-Queens,77,1,20,Office/Admin,30600.0,30600.0,32,1,51.0,N/A (only English)
547204,NYC-Brooklyn,51,1,16,Food/Serving,28900.0,28900.0,52,2,30.0,N/A (only English)
975715,NYC-Brooklyn,73,2,21,Management,72600.0,72600.0,109,3,36.0,N/A (only English)
371806,NYC-Bronx,20,1,16,Management,29500.0,29500.0,58,5,38.0,N/A (only English)
281955,NYC-Manhattan,50,2,12,N/A,0.0,0.0,55,5,0.0,N/A (only English)
205654,Long Island,51,1,18,Sales,54400.0,54400.0,40,5,41.0,N/A (only English)
321360,NYC-Bronx,73,2,18,Management,,46600.0,72,5,40.0,N/A (only English)
799866,Long Island,22,2,16,Management,16000.0,16000.0,37,1,35.0,N/A (only English)
368112,Western NY,32,1,16,Food/Serving,14700.0,14700.0,19,3,41.0,N/A (only English)
290823,Western NY,42,2,17,Management,68100.0,68100.0,14,3,49.0,N/A (only English)
475248,Western NY,74,1,16,Sales,27500.0,27500.0,40,-1,26.0,Well
428938,NYC-Brooklyn,79,1,18,Business/Financial,45900.0,45900.0,42,3,35.0,N/A (only English)
196692,NYC-Manhattan,84,1,24,Management,82100.0,82100.0,140,5,44.0,N/A (only English)
718635,NYC-Brooklyn,81,1,16,Construction,38200.0,38200.0,59,1,28.0,N/A (only English)
751751,Central NY,16,1,21,N/A,,0.0,20,5,0.0,N/A (only English)
222624,North Country,19,2,16,Unemployed,0.0,0.0,34,1,0.0,N/A (only English)
840636,Central NY,26,1,17,Sales,23400.0,23400.0,12,5,36.0,Well
813305,NYC-Manhattan,39,1,16,Production,27700.0,27700.0,77,5,46.0,Well
713703,Western NY,71,1,-1,N/A,0.0,0.0,21,1,0.0,N/A (only English)
103122,NYC-Queens,76,1,19,Management,52300.0,52300.0,69,3,44.0,N/A (only English)
515197,NYC-Manhattan,29,2,21,Sales,103500.0,103500.0,36,-1,41.0,N/A (only English)
232381,NYC-Queens,56,1,21,Management,140500.0,140500.0,36,1,45.0,N/A (only English)
161759,NYC-Manhattan,78,2,16,Production,31900.0,31900.0,18,1,39.0,Not well
901401,NYC-Bronx,46,1,-1,N/A,0.0,0.0,41,3,0.0,N/A (only English)
252754,NYC-Queens,23,2,17,Unemployed,0.0,0.0,40,5,0.0,N/A (only English)
923427,NYC-Bronx,46,1,12,Production,18300.0,18300.0,36,5,35.0,N/A (only English)
993527,Long Island,41,1,16,Production,22800.0,22800.0,31,3,44.0,N/A (only English)
832156,Central NY,53,2,17,Office/Admin,26200.0,26200.0,21,1,34.0,N/A (only English)
746873,Long Island,44,1,15,Sales,20000.0,20000.0,42,-1,36.0,N/A (only English)
610151,NYC-Queens,17,2,21,N/A,0.0,0.0,76,1,0.0,N/A (only English)
362750,Capital Region,84,2,17,Construction,20100.0,20100.0,31,1,25.0,Very well
221425,Western NY,51,1,21,Computer/Math,91100.0,91100.0,32,3,37.0,N/A (only English)
619612,NYC-Manhattan,47,2,1,Management,15200.0,15200.0,64,3,41.0,Well
493889,NYC-Bronx,81,2,-1,N/A,0.0,0.0,56,3,0.0,N/A (only English)
203738,NYC-Brooklyn,26,2,16,Office/Admin,17500.0,17500.0,95,5,37.0,Well
991892,NYC-Manhattan,29,2,21,Education,44900.0,44900.0,82,5,43.0,N/A (only English)
685511,Long Island,69,1,21,Management,124300.0,124300.0,15,1,37.0,N/A (only English)
823016,Central NY,33,2,16,Construction,13400.0,13400.0,17,3,34.0,N/A (only English)
379379,NYC-Brooklyn,69,2,16,Construction,13100.0,13100.0,18,3,33.0,Very well
461255,Capital Region,34,1,16,Healthcare,23800.0,23800.0,5,1,39.0,N/A (only English)
461390,Central NY,18,2,16,Sales,12000.0,12000.0,14,5,48.0,N/A (only English)
734541,Western NY,49,1,16,N/A,0.0,0.0,18,1,0.0,Well
271009,NYC-Brooklyn,29,2,21,Production,47500.0,47500.0,42,1,21.0,N/A (only English)
167178,Western NY,66,1,18,Sales,21200.0,21200.0,5,1,34.0,N/A (only English)
786758,NYC-Brooklyn,57,1,20,Sales,52800.0,52800.0,86,1,35.0,N/A (only English)
745469,NYC-Bronx,78,2,12,Food/Serving,15600.0,15600.0,35,1,22.0,N/A (only English)
890057,NYC-Manhattan,67,1,23,Management,9999999.0,224400.0,73,1,39.0,Very well
375245,NYC-Manhattan,28,1,16,Food/Serving,11800.0,11800.0,36,5,35.0,N/A (only English)
612114,Long Island,69,1,17,Unemployed,0.0,0.0,25,1,0.0,Very well
354322,NYC-Queens,58,2,15,N/A,0.0,0.0,70,5,0.0,N/A (only English)
550576,NYC-Brooklyn,59,2,16,Production,18400.0,18400.0,44,1,34.0,N/A (only English)
827328,NYC-Brooklyn,71,1,21,Business/Financial,97600.0,97600.0,60,5,32.0,Very well
381930,Long Island,53,1,21,Management,170800.0,170800.0,38,1,39.0,Very well
726167,NYC-Manhattan,46,1,21,Education,70500.0,70500.0,23,2,29.0,N/A (only English)
388809,Capital Region,57,2,20,Construction,28900.0,28900.0,28,1,31.0,N/A (only English)
188047,NYC-Manhattan,36,1,-1,N/A,0.0,0.0,31,1,0.0,N/A (only English)
690052,NYC-Brooklyn,28,1,20,Sales,18200.0,18200.0,28,3,36.0,N/A (only English)
332199,NYC-Queens,56,1,19,Construction,34800.0,34800.0,35,4,44.0,N/A (only English)
158499,NYC-Bronx,32,2,16,Transportation,15500.0,15500.0,89,1,40.0,N/A (only English)
886918,NYC-Queens,21,2,15,Production,9800.0,9800.0,20,5,41.0,N/A (only English)
872713,NYC-Brooklyn,16,2,20,N/A,0.0,0.0,80,1,0.0,Very well
214826,North Country,55,1,16,Office/Admin,14100.0,14100.0,25,1,51.0,N/A (only English)
530228,Long Island,40,2,20,Production,22800.0,22800.0,34,1,40.0,N/A (only English)
733219,NYC-Manhattan,65,2,16,Management,26100.0,26100.0,63,5,33.0,Very well
805774,NYC-Queens,41,1,22,Education,114900.0,114900.0,45,-1,33.0,N/A (only English)
785802,Central NY,47,1,-1,N/A,0.0,0.0,32,3,0.0,N/A (only English)
205740,NYC-Brooklyn,43,1,16,Food/Serving,15900.0,15900.0,42,3,31.0,N/A (only English)
691134,NYC-Manhattan,58,2,22,Business/Financial,75000.0,75000.0,20,1,39.0,N/A (only English)
921172,Westchester,39,2,23,Management,125600.0,125600.0,31,5,37.0,N/A (only English)
648227,NYC-Staten Island,81,2,-1,N/A,0.0,0.0,88,1,0.0,Very well
780190,NYC-Staten Island,79,1,17,Education,27300.0,27300.0,73,5,30.0,N/A (only English)
441263,NYC-Manhattan,72,1,22,N/A,0.0,0.0,162,5,0.0,N/A (only English)
840210,NYC-Manhattan,78,2,16,Sales,53500.0,53500.0,46,5,43.0,N/A (only English)
921351,Long Island,45,1,21,Unemployed,0.0,0.0,30,5,0.0,N/A (only English)
744085,NYC-Brooklyn,51,2,21,Management,113200.0,113200.0,47,5,47.0,N/A (only English)
472784,NYC-Bronx,64,2,21,Management,77800.0,77800.0,34,3,41.0,Very well
667593,NYC-Bronx,61,1,16,Office/Admin,34200.0,34200.0,41,1,30.0,N/A (only English)
815063,NYC-Brooklyn,76,1,22,Business/Financial,45800.0,45800.0,29,5,41.0,N/A (only English)
953469,Western NY,63,2,18,Construction,36800.0,36800.0,4,3,33.0,N/A (only English)
270831,Capital Region,84,1,16,Sales,26500.0,26500.0,13,5,46.0,N/A (only English)
905827,Long Island,39,2,20,Production,24500.0,24500.0,33,2,29.0,N/A (only English)
770577,NYC-Manhattan,71,1,23,Computer/Math,197000.0,197000.0,79,1,45.0,N/A (only English)
928915,NYC-Manhattan,61,2,-1,N/A,0.0,0.0,38,5,0.0,N/A (only English)
642552,NYC-Bronx,61,2,21,Healthcare,95700.0,95700.0,38,1,41.0,Well
242569,NYC-Brooklyn,38,2,1,Sales,9100.0,9100.0,101,5,43.0,N/A (only English)
647500,North Country,68,2,16,Transportation,22000.0,22000.0,7,-1,38.0,N/A (only English)
611279,NYC-Brooklyn,76,2,15,Transportation,25100.0,25100.0,49,5,35.0,Very well
772062,NYC-Bronx,31,1,15,Office/Admin,19200.0,19200.0,96,1,54.0,Not well
755894,NYC-Queens,56,1,18,Food/Serving,24100.0,24100.0,35,5,31.0,Very well
595981,Long Island,42,1,17,Construction,34500.0,34500.0,15,3,42.0,N/A (only English)
307148,NYC-Manhattan,84,1,16,Unemployed,0.0,0.0,152,1,0.0,N/A (only English)
951935,NYC-Queens,47,1,23,Management,9999999.0,296500.0,88,1,40.0,N/A (only English)
987810,NYC-Brooklyn,31,1,21,Office/Admin,60800.0,60800.0,89,1,39.0,N/A (only English)
279446,Central NY,41,2,22,Healthcare,45500.0,45500.0,18,1,39.0,N/A (only English)
209332,NYC-Manhattan,58,2,17,Office/Admin,32900.0,32900.0,80,1,29.0,N/A (only English)
846759,Western NY,21,1,18,N/A,0.0,0.0,3,-1,0.0,N/A (only English)
950406,Capital Region,55,2,16,Construction,27300.0,27300.0,14,5,28.0,Very well
312483,NYC-Brooklyn,79,1,19,Production,42600.0,42600.0,96,5,28.0,N/A (only English)
284538,Westchester,72,1,21,Healthcare,74300.0,74300.0,16,1,34.0,Well
807107,NYC-Manhattan,20,2,20,Food/Serving,12000.0,12000.0,44,1,39.0,N/A (only English)
742871,North Country,84,1,22,Education,36800.0,36800.0,25,3,32.0,N/A (only English)
500111,NYC-Bronx,61,2,24,Unemployed,0.0,0.0,34,5,0.0,N/A (only English)
432399,NYC-Brooklyn,27,1,19,Production,16900.0,16900.0,54,-1,27.0,N/A (only English)
947176,NYC-Queens,16,1,16,N/A,0.0,0.0,68,5,0.0,N/A (only English)
241127,NYC-Manhattan,28,1,-1,N/A,0.0,0.0,65,5,0.0,N/A (only English)
238829,Mohawk Valley,72,2,21,Management,86200.0,86200.0,15,1,46.0,N/A (only English)
274900,NYC-Manhattan,17,2,21,N/A,0.0,0.0,33,1,0.0,N/A (only English)
675600,Long Island,32,2,21,Business/Financial,52500.0,52500.0,40,1,29.0,N/A (only English)
470917,NYC-Queens,66,2,15,Construction,19000.0,19000.0,66,1,40.0,N/A (only English)
496994,Western NY,54,1,15,Construction,31200.0,31200.0,24,5,32.0,N/A (only English)
799116,NYC-Brooklyn,67,2,16,Education,42000.0,42000.0,58,5,46.0,N/A (only English)
661545,NYC-Bronx,65,1,16,Food/Serving,17000.0,17000.0,66,1,33.0,N/A (only English)
490368,NYC-Bronx,19,1,18,Transportation,29600.0,29600.0,92,5,25.0,N/A (only English)
737876,Long Island,76,2,16,Transportation,12300.0,12300.0,38,1,37.0,N/A (only English)
689175,NYC-Manhattan,31,1,22,Office/Admin,70000.0,70000.0,57,5,31.0,N/A (only English)
123697,NYC-Brooklyn,52,1,21,Unemployed,0.0,0.0,39,4,0.0,N/A (only English)
953925,NYC-Brooklyn,58,2,17,Food/Serving,22600.0,22600.0,125,1,43.0,N/A (only English)
269242,Westchester,27,2,15,Unemployed,0.0,0.0,18,5,0.0,N/A (only English)
275005,NYC-Brooklyn,82,2,21,Education,80000.0,80000.0,48,1,39.0,N/A (only English)
826089,NYC-Staten Island,48,1,16,N/A,,0.0,40,3,0.0,Very well
137159,NYC-Brooklyn,20,1,21,Business/Financial,56500.0,56500.0,18,5,36.0,N/A (only English)
908039,Central NY,79,2,22,Business/Financial,56400.0,56400.0,25,1,33.0,N/A (only English)
872749,Western NY,54,2,20,Transportation,26300.0,26300.0,17,5,29.0,Very well
472398,NYC-Bronx,61,2,16,Unemployed,0.0,0.0,55,5,0.0,N/A (only English)
233822,NYC-Queens,50,2,22,Office/Admin,175100.0,175100.0,49,1,33.0,N/A (only English)
762406,NYC-Brooklyn,71,2,16,Transportation,25300.0,25300.0,85,3,47.0,N/A (only English)
514346,NYC-Manhattan,18,1,16,Sales,20400.0,20400.0,92,3,36.0,N/A (only English)
594238,NYC-Brooklyn,34,2,19,Transportation,11600.0,11600.0,28,3,44.0,N/A (only English)
405142,Long Island,46,2,-1,N/A,0.0,0.0,80,3,0.0,N/A (only English)
959263,NYC-Bronx,21,2,16,Production,9900.0,9900.0,47,1,27.0,N/A (only English)
342329,Western NY,62,1,-1,N/A,0.0,0.0,30,5,0.0,N/A (only English)
537051,NYC-Queens,42,2,12,Production,16400.0,16400.0,60,1,24.0,N/A (only English)
671205,Long Island,34,2,15,Transportation,8000.0,8000.0,34,1,30.0,N/A (only English)
762867,NYC-Bronx,16,2,21,N/A,0.0,0.0,76,5,0.0,Well
303767,NYC-Bronx,63,2,16,Management,45600.0,45600.0,120,5,45.0,N/A (only English)
144731,NYC-Brooklyn,71,1,16,Construction,24600.0,24600.0,87,-1,35.0,N/A (only English)
228810,NYC-Queens,42,1,16,Office/Admin,19600.0,19600.0,47,5,43.0,Not at all
584221,NYC-Bronx,52,1,17,N/A,0.0,0.0,51,1,0.0,N/A (only English)
278638,Long Island,31,1,16,Construction,18000.0,18000.0,24,-1,46.0,N/A (only English)
917649,Western NY,56,2,21,Education,83300.0,83300.0,33,2,30.0,N/A (only English)
943164,NYC-Brooklyn,16,1,21,N/A,0.0,0.0,77,5,0.0,N/A (only English)
490537,NYC-Manhattan,48,2,-1,N/A,0.0,0.0,44,1,0.0,N/A (only English)
431825,NYC-Bronx,58,1,21,N/A,0.0,0.0,121,1,0.0,N/A (only English)
707053,NYC-Bronx,78,1,21,Management,101500.0,101500.0,103,5,46.0,N/A (only English)
687005,NYC-Brooklyn,41,1,21,Business/Financial,59500.0,59500.0,163,2,50.0,Very well
968872,Westchester,66,2,23,Education,128100.0,128100.0,22,1,44.0,N/A (only English)
417783,Mohawk Valley,55,1,16,Food/Serving,24100.0,24100.0,18,5,26.0,N/A (only English)
701316,Western NY,78,1,16,Sales,19200.0,19200.0,17,1,24.0,Well
450748,NYC-Brooklyn,42,2,21,Military,74900.0,74900.0,260,1,34.0,N/A (only English)
663250,Central NY,37,2,16,Office/Admin,22900.0,22900.0,20,3,34.0,N/A (only English)
476590,Long Island,75,2,-1,N/A,0.0,0.0,62,5,0.0,N/A (only English)
946132,NYC-Queens,19,1,20,Computer/Math,45200.0,45200.0,101,1,46.0,N/A (only English)
518983,NYC-Bronx,25,1,16,Food/Serving,11400.0,11400.0,51,5,30.0,N/A (only English)
122975,Capital Region,21,2,22,Management,31000.0,31000.0,20,1,43.0,N/A (only English)
423250,NYC-Bronx,72,2,16,Office/Admin,,12700.0,74,1,29.0,Very well
302042,NYC-Queens,16,2,-1,N/A,0.0,0.0,116,2,0.0,N/A (only English)
322179,NYC-Bronx,73,1,-1,N/A,0.0,0.0,49,5,0.0,Very well
963327,NYC-Staten Island,45,1,21,Management,79100.0,79100.0,40,1,42.0,Well
117172,NYC-Brooklyn,16,1,16,N/A,0.0,0.0,95,3,0.0,Very well
672187,Western NY,42,2,16,Production,14600.0,14600.0,8,3,34.0,N/A (only English)
291227,Long Island,29,1,20,Office/Admin,23700.0,23700.0,37,5,40.0,N/A (only English)
272069,Long Island,56,2,22,Management,95200.0,95200.0,56,5,37.0,N/A (only English)
674645,NYC-Manhattan,60,1,16,Food/Serving,41600.0,41600.0,70,1,22.0,Very well
110052,NYC-Staten Island,47,2,15,Transportation,17400.0,17400.0,38,3,41.0,Well
865894,NYC-Manhattan,18,1,15,Sales,11900.0,11900.0,29,5,45.0,N/A (only English)
743436,NYC-Manhattan,58,2,20,Office/Admin,17700.0,17700.0,111,5,31.0,N/A (only English)
594190,NYC-Bronx,72,1,23,Unemployed,0.0,0.0,49,1,0.0,Very well
780434,NYC-Queens,63,2,12,Office/Admin,33600.0,33600.0,31,5,43.0,N/A (only English)
494786,NYC-Staten Island,71,2,16,Sales,15500.0,15500.0,108,5,33.0,N/A (only English)
787900,NYC-Manhattan,29,1,21,Office/Admin,34400.0,34400.0,88,1,28.0,N/A (only English)
569965,NYC-Queens,75,2,22,Business/Financial,104700.0,104700.0,29,1,36.0,N/A (only English)
967554,NYC-Brooklyn,37,2,22,Management,,93900.0,246,3,39.0,N/A (only English)
221169,Mohawk Valley,16,2,22,N/A,0.0,0.0,13,-1,0.0,N/A (only English)
436559,NYC-Bronx,72,2,16,Education,49300.0,49300.0,87,5,28.0,N/A (only English)
194869,Long Island,80,2,18,Unemployed,0.0,0.0,89,3,0.0,N/A (only English)
554375,NYC-Brooklyn,58,1,-1,N/A,0.0,0.0,93,1,0.0,N/A (only English)
540221,NYC-Manhattan,32,1,-1,N/A,0.0,0.0,63,5,0.0,N/A (only English)
209885,North Country,33,2,21,Unemployed,0.0,0.0,7,1,0.0,N/A (only English)
941769,NYC-Brooklyn,46,2,21,Business/Financial,89900.0,89900.0,185,1,49.0,Not well
212874,NYC-Queens,76,1,-1,N/A,0.0,0.0,91,3,0.0,Well
313134,Long Island,26,2,19,Office/Admin,16500.0,16500.0,16,1,26.0,Very well
869800,NYC-Manhattan,71,1,16,Healthcare,55900.0,55900.0,137,1,33.0,N/A (only English)
886963,Capital Region,35,2,21,Education,60600.0,60600.0,20,5,31.0,N/A (only English)
992739,NYC-Bronx,69,2,-1,N/A,0.0,0.0,46,5,0.0,N/A (only English)
831968,NYC-Brooklyn,78,2,21,Management,55900.0,55900.0,38,5,49.0,Well
933720,NYC-Manhattan,44,1,22,Management,176800.0,176800.0,60,5,29.0,Very well
557105,NYC-Brooklyn,40,1,18,Production,26600.0,26600.0,88,1,43.0,N/A (only English)
291811,Central NY,69,1,15,Sales,16500.0,16500.0,14,1,38.0,N/A (only English)
252262,Long Island,50,2,16,Computer/Math,36900.0,36900.0,35,3,31.0,N/A (only English)
307117,NYC-Brooklyn,60,1,-1,N/A,0.0,0.0,415,1,0.0,Very well
885660,NYC-Manhattan,56,1,20,Production,33900.0,33900.0,72,5,35.0,N/A (only English)
185799,Long Island,26,2,2,Production,5600.0,5600.0,53,3,36.0,Well
887705,NYC-Staten Island,72,2,-1,N/A,0.0,0.0,30,1,0.0,N/A (only English)
203793,NYC-Queens,29,2,20,Construction,37000.0,37000.0,24,3,41.0,N/A (only English)
153541,NYC-Queens,79,2,22,Unemployed,0.0,0.0,131,1,0.0,Very well
595504,NYC-Brooklyn,33,1,20,Office/Admin,18300.0,18300.0,110,1,32.0,Not well
582105,Long Island,64,2,15,Food/Serving,8500.0,8500.0,78,3,41.0,Very well
652881,North Country,35,2,21,Management,62400.0,62400.0,18,3,40.0,N/A (only English)
764764,NYC-Brooklyn,37,1,-1,N/A,0.0,0.0,115,3,0.0,Very well
665401,NYC-Staten Island,37,2,9,Sales,12300.0,12300.0,11,4,40.0,N/A (only English)
898322,NYC-Queens,65,1,22,Management,179800.0,179800.0,75,5,34.0,N/A (only English)
423240,NYC-Queens,52,1,16,Office/Admin,35400.0,35400.0,101,1,35.0,N/A (only English)
635235,NYC-Brooklyn,75,2,18,Management,24700.0,24700.0,36,5,41.0,N/A (only English)
509819,Capital Region,36,2,17,Sales,19200.0,19200.0,42,1,38.0,N/A (only English)
930049,NYC-Bronx,61,2,24,Management,145600.0,145600.0,49,1,40.0,Well
480077,NYC-Bronx,65,2,20,Sales,37000.0,37000.0,52,5,52.0,N/A (only English)
286577,NYC-Brooklyn,26,2,19,Construction,17500.0,17500.0,46,-1,41.0,N/A (only English)
551735,NYC-Brooklyn,42,2,22,Business/Financial,76300.0,76300.0,141,1,45.0,N/A (only English)
607229,NYC-Manhattan,47,2,12,Sales,13900.0,13900.0,41,5,39.0,N/A (only English)
701713,Long Island,39,2,15,N/A,0.0,0.0,24,5,0.0,Well
562985,NYC-Brooklyn,37,1,9,Production,8500.0,8500.0,32,5,41.0,N/A (only English)
898657,Long Island,61,1,21,Healthcare,47300.0,47300.0,27,1,38.0,N/A (only English)
250442,NYC-Queens,30,1,20,Office/Admin,33400.0,33400.0,61,5,50.0,N/A (only English)
698838,NYC-Queens,62,2,23,Education,80000.0,80000.0,80,1,37.0,N/A (only English)
973180,NYC-Queens,79,2,20,Management,55200.0,55200.0,34,1,46.0,N/A (only English)
295136,NYC-Queens,52,2,16,Business/Financial,28400.0,28400.0,68,5,55.0,N/A (only English)
587376,NYC-Manhattan,55,1,22,Education,59100.0,59100.0,78,5,42.0,N/A (only English)
852405,NYC-Brooklyn,20,2,16,Sales,12600.0,12600.0,31,5,35.0,Not well
108378,Long Island,74,1,-1,N/A,0.0,0.0,34,1,0.0,N/A (only English)
698873,Long Island,35,1,16,Business/Financial,67500.0,67500.0,31,2,35.0,N/A (only English)
236567,NYC-Brooklyn,56,2,16,Food/Serving,18400.0,18400.0,57,1,34.0,N/A (only English)
585193,NYC-Queens,83,2,20,Healthcare,52500.0,52500.0,39,2,40.0,Not at all
626727,NYC-Brooklyn,54,2,12,Unemployed,0.0,0.0,50,3,0.0,N/A (only English)
946070,NYC-Brooklyn,63,1,12,Food/Serving,15000.0,15000.0,55,4,49.0,N/A (only English)
429299,NYC-Manhattan,45,1,20,Healthcare,33200.0,33200.0,167,2,41.0,N/A (only English)
826549,Central NY,20,2,16,Construction,19600.0,19600.0,20,5,34.0,Not well
543827,NYC-Brooklyn,69,1,1,Construction,13800.0,13800.0,121,3,35.0,N/A (only English)
379855,NYC-Brooklyn,18,1,16,Office/Admin,9900.0,9900.0,127,3,36.0,N/A (only English)
183063,NYC-Brooklyn,62,1,19,Sales,30100.0,30100.0,24,5,28.0,N/A (only English)
888567,NYC-Manhattan,17,2,18,N/A,0.0,0.0,45,1,0.0,N/A (only English)
665206,Long Island,73,2,16,Office/Admin,19600.0,19600.0,67,1,34.0,N/A (only English)
335952,NYC-Manhattan,27,2,21,Sales,47500.0,47500.0,60,4,33.0,N/A (only English)
864545,NYC-Manhattan,49,2,21,Management,64400.0,64400.0,50,5,59.0,N/A (only English)
553561,Long Island,55,2,21,Computer/Math,181500.0,181500.0,48,3,46.0,N/A (only English)
112201,NYC-Queens,46,2,18,N/A,0.0,0.0,103,1,0.0,Very well
460420,Long Island,38,2,16,Education,17100.0,17100.0,32,-1,29.0,N/A (only English)
598499,NYC-Bronx,46,2,20,Food/Serving,30600.0,30600.0,46,5,26.0,Well
769220,NYC-Brooklyn,37,1,24,Management,65700.0,65700.0,13,5,31.0,N/A (only English)
821044,Long Island,44,2,19,Management,37000.0,37000.0,33,3,50.0,N/A (only English)
838811,NYC-Manhattan,40,1,16,Food/Serving,23100.0,23100.0,43,4,28.0,N/A (only English)
860089,NYC-Bronx,52,1,15,Healthcare,21300.0,21300.0,29,-1,48.0,Very well
548142,NYC-Queens,32,2,-1,N/A,0.0,0.0,48,5,0.0,N/A (only English)
243842,NYC-Brooklyn,84,1,21,Management,146300.0,146300.0,42,1,42.0,Very well
395470,NYC-Staten Island,48,2,16,Sales,31600.0,31600.0,60,-1,35.0,Very well
662446,Central NY,29,2,16,Management,18600.0,18600.0,16,4,32.0,Well
692469,Mohawk Valley,47,1,24,Sales,92100.0,92100.0,27,1,46.0,N/A (only English)
783392,NYC-Staten Island,74,2,16,Production,17300.0,17300.0,60,5,41.0,N/A (only English)
709715,NYC-Queens,17,2,20,N/A,0.0,0.0,117,1,0.0,N/A (only English)
260217,NYC-Brooklyn,60,1,21,Computer/Math,151400.0,151400.0,39,4,46.0,N/A (only English)
328860,NYC-Brooklyn,51,2,18,N/A,0.0,0.0,158,5,0.0,N/A (only English)
482345,NYC-Bronx,27,2,12,Transportation,16000.0,16000.0,103,4,35.0,N/A (only English)
335155,NYC-Queens,70,1,16,Transportation,34400.0,34400.0,133,2,42.0,N/A (only English)
768603,Western NY,40,1,24,Management,132600.0,132600.0,23,5,50.0,N/A (only English)
885583,NYC-Queens,36,1,20,Production,18600.0,18600.0,46,5,41.0,N/A (only English)
608152,NYC-Queens,71,1,22,Unemployed,0.0,0.0,39,1,0.0,Well
824480,NYC-Queens,57,1,20,Food/Serving,51500.0,51500.0,156,3,30.0,N/A (only English)
325661,Capital Region,76,2,-1,N/A,0.0,0.0,43,-1,0.0,Very well
258716,Long Island,57,1,-1,N/A,0.0,0.0,20,1,0.0,N/A (only English)
405175,Long Island,64,2,19,Construction,27500.0,27500.0,53,1,41.0,N/A (only English)
204893,NYC-Queens,71,1,16,Transportation,42900.0,42900.0,33,3,42.0,Well
725599,Capital Region,19,1,21,Business/Financial,50300.0,50300.0,25,1,52.0,Not well
968097,NYC-Manhattan,67,2,21,Healthcare,103100.0,103100.0,89,1,41.0,N/A (only English)
240179,Central NY,56,2,20,Computer/Math,26900.0,26900.0,55,4,48.0,N/A (only English)
